pet_name,pet_gender,owner_name,vet_name,feeding_schedule,pet_type,breedID,color,pet_id
Iorgos,female,Iorgos Wretham,Iorgos Hoult,twice a day,stolen,3f0cd2ad-5a24-49db-b581-338cfedeb15b,Violet,22767d97-65aa-46fb-81d7-3d5eda2a96a2
Minnaminnie,male,Minnaminnie Crush,,once a day,stolen,3f898590-6e88-4efe-9c23-48aed591a8c6,Teal,18c5f281-26b3-4b6f-9d3b-87a4e451e6f2
Marti,male,Marti Veal,,once a day,stolen,40798500-dc96-4c6d-a15c-c33379637775,Red,df856399-1c1c-4b38-9db8-3b8eceba0d85
Corenda,male,Corenda Kline,,,lab born,74a241a8-734a-4988-befb-37edf9b56688,Purple,9dfb9060-c6f6-4cba-8c16-1066af0eae5c
Mona,female,,Mona Shefton,every 4 hours,lab born,752a8bf0-042b-42f3-8b49-0cc65642141b,Pink,01ceaaa5-30ae-41c3-bd1d-8882fc8ebaa6
Judah,male,Judah De Maine,Judah Fouldes,once a day,lab born,753067c8-016c-4d60-a554-311a94586829,Mauv,d2db18a2-1377-44b4-ad36-d2b21f640c7a
Dasha,female,Dasha Verdon,,,lab born,758979fd-22aa-40a9-85f6-dcfc96a13cc9,Teal,b7cf651e-a821-4859-a6c6-4ac67d496dc5
Vania,male,Vania Collisson,Vania Clutten,every 4 hours,stolen,7643c0cc-21aa-41f8-aea6-bf9f888a347d,Violet,e2e55c9d-9336-43f1-83ed-584e8b4356fa
Emmery,male,Emmery Cattrell,Emmery Filippazzo,once a day,lab born,76bdfd77-e31b-4f06-ae57-8abde876ca53,Fuscia,9affb2cf-d34b-4dde-b3fc-40396572bda8
Ki,male,Ki Mence,Ki Signore,once a day,lab born,78625748-3964-4297-beda-d809c044aa1b,Blue,3df15669-fc15-43c4-a4a5-f1f9aff0e93d
Celestyna,female,Celestyna Swetmore,Celestyna Bridell,,lab born,7895fe28-a5c5-419c-8ef3-4e5b6b57e755,Green,c3122a8e-46ef-4268-b18b-07a16b6dfff9
Shellie,female,Shellie Szymanski,,twice a day,stolen,78aafa7d-86da-45d0-b1ee-63c30b3aaa3e,Green,02bf9575-5a86-41f7-a667-646b972917ef
Portie,male,Portie Lewty,Portie Forty,,lab grown,78cdf4c3-7068-4463-b310-ac889b7c85f5,Aquamarine,4fc5e5a8-1a36-4777-9646-860b97d8925c
Raynor,male,Raynor Southouse,Raynor Gladhill,,stolen,79212e5e-23ae-47ce-8818-18596629e0b4,Fuscia,d09821e4-ccc5-4224-b1bf-2cd77de10c4c
Lawry,male,Lawry Danher,,,found,79ad4b24-aba1-4afb-bdcf-530033722712,Aquamarine,b42bfca4-47ad-4658-afda-a8f5d6fa2657
Constancy,male,Constancy Normandale,Constancy Baunton,twice a day,stolen,7a810f42-e970-4d11-aec7-484e2d76e9c2,Red,b431a77d-bf69-4a74-b4d1-97cb08e0c1a2
Amory,male,Amory Enticott,Amory Lobbe,once a day,stolen,7aa0d19b-5c30-4795-a38b-0386447a52b7,Purple,0e12e833-9a43-40ec-98e6-0f094b2c4cf9
Mace,male,,Mace Mc Caughan,every 4 hours,found,7aa2210c-9863-4ae9-b8c6-3c633178a4e5,Crimson,0a3aeee7-99a6-43f1-ba3a-afad30b76aec
Janean,male,Janean Blackham,Janean Jakubovsky,twice a day,lab grown,7aac35ca-9889-4ceb-abc2-65be540f07ff,Puce,258bc0bc-4178-4ba8-8860-ebd087c32f9c
Floyd,female,Floyd Kendall,Floyd De Antoni,twice a day,lab grown,7bd37d27-3d2c-4061-8eef-5daaedf5ca10,Purple,724caf8b-45ed-49e9-94f2-62109592d9cb
Bentley,female,,,,stolen,7c321a2f-2b89-441a-8f9d-20a4656c167a,Khaki,d6534f5f-9c6d-47d9-926d-0e20cb98db04
Chrissie,male,Chrissie Wheeldon,Chrissie Coultish,,found,7cad00e7-10bc-4752-b6c8-a48fffc34038,Red,d7b897b4-5277-4d2d-963e-e953cb76d185
Dorise,female,Dorise Callinan,Dorise Abbe,twice a day,found,7cf7b468-2ff5-4649-b692-ec91c9b903ee,Aquamarine,800b8e8d-44bb-4022-9f23-e68b399af939
Sheffie,male,Sheffie Aberhart,Sheffie Sherwell,once a day,stolen,7d2320f1-581e-4b73-a1e8-7bc27456d305,Crimson,cfd50b42-f5c1-4d55-a60c-03990cf9b4f0
Rutledge,male,Rutledge Galvan,Rutledge Sappell,,stolen,7deadccf-1612-4638-b24f-4c2da077b252,Teal,3bd21454-ed40-478d-ba7b-5f820c65c5d0
Vally,male,Vally De Vuyst,Vally Balmann,,found,7f4f7259-7c09-4787-ade0-fc61b194593b,Teal,74d0a9f0-91eb-4ae1-b4c7-67523861ea53
Shaine,female,Shaine Klos,Shaine Bedward,twice a day,lab born,7f51ad74-236e-44ce-acb0-9b0f5e69550d,Purple,2eb57d51-d7b2-40d1-804b-5cea4ecd2866
Sergeant,female,Sergeant Mourant,Sergeant Schusterl,twice a day,stolen,7f5b6f50-d6e0-4b54-a4c9-299f9f6a8605,Green,15af970a-dab8-4815-84a4-ec8d9924500a
Skipper,female,Skipper Wigginton,,once a day,found,803f4b07-f70b-4808-9357-57400001f0cd,Turquoise,f49ff5cf-b8a2-49ff-a29a-26b56f47d0f8
Goran,male,Goran Scogings,,twice a day,lab born,8086a4a0-4343-44b0-812c-83a2385f3420,Red,4d0f525e-eaf1-4e57-962c-df0c38a0aa9c
Sharline,male,Sharline Swainsbury,Sharline MacCheyne,twice a day,found,80e42ee5-e222-4dd0-a35a-6d49aee0435d,Pink,dc1da833-f224-42c5-adc6-9c52a4352c31
Aileen,female,Aileen Berardt,Aileen O'Nowlan,twice a day,stolen,8204250f-9212-417d-a9cf-08a456ae75c7,Mauv,c04b9188-de87-413f-8dac-3757764b7012
Gene,male,Gene Gout,,once a day,found,8209cb9e-da96-4ec2-9b15-cdae9dc60641,Green,38302772-1f5b-4c91-a847-aa1fe3de3c9f
Byron,male,Byron Hurworth,,once a day,found,8220d15d-0886-43b2-9ef0-18fa16761348,Khaki,d1d96879-4e42-4e7b-b2f6-f825aea94898
Luella,male,Luella Field,Luella Leebetter,twice a day,lab grown,841c947e-ac74-4e8e-b317-afb619a09b04,Blue,5d9ff400-58e9-42d3-a453-efe9d5939bab
Link,male,,Link Lilie,,found,8473e548-bfcd-4527-8c83-eb50532daf78,Turquoise,a1ff8a42-860a-4620-bf40-a90928c1cefe
Kora,female,Kora Eborn,Kora Dugdale,twice a day,stolen,847f5ca1-8b70-4bdd-a46d-67eed64a13f0,Turquoise,d55b9b11-150a-4adc-b29a-8e1ad6cbddd1
Early,female,Early Lebond,Early Jedrzejczak,twice a day,found,84e47b19-73ca-47aa-9bcd-cd480f26ba89,Maroon,80f85d42-702c-42f7-a5be-939d8e0129e1
Evie,female,,Evie Friedman,every 4 hours,stolen,84fe8efa-8e91-4f42-a5ca-94565b340b17,Puce,9964ac47-7339-410c-8a20-348196f3589c
Valene,male,Valene Pitson,Valene Warfield,twice a day,lab grown,850f273e-6114-45eb-a098-1666d9736cfc,Yellow,df5feffc-7b48-405e-b4e5-980e98b02d5e
Viviana,female,Viviana Grimsley,Viviana Abramino,,stolen,851c1612-259f-4638-9f57-51adff615941,Goldenrod,fcd916d7-22c1-4b38-8220-baedf69a66e0
Sallyann,female,Sallyann Cairns,Sallyann Carrivick,every 4 hours,found,8557c804-0efb-4bbf-b29d-acf14e5f567d,Purple,6e0edbed-317a-45b0-bae9-59950d17200e
Rosalinda,male,Rosalinda Simanek,Rosalinda Ismirnioglou,twice a day,stolen,85993794-3c6b-4651-95dd-c3f737efffd5,Purple,576b558f-b9e3-420c-9c3f-34865a95cf1f
Haslett,male,Haslett Lumox,Haslett Furmagier,every 4 hours,lab grown,85a88163-372f-4664-b763-da88650aefea,Violet,c12adfcb-fd00-45a2-90f1-462d0f3919a5
Annora,male,Annora Causier,Annora Piotrkowski,every 4 hours,lab born,8605f453-23f2-4086-82f5-2e832c7a312d,Mauv,594a3e17-7cf1-40b5-92f7-6878c60771e8
Symon,female,Symon Bicksteth,,twice a day,lab grown,871ad82a-d9ab-4a4f-b637-e34e95fae34f,Mauv,7dfeaadc-6d73-4585-ad5a-8e12d7d4d9e1
Loren,female,Loren Bordis,Loren Abisetti,once a day,lab born,87afa7d8-8f1e-4675-b442-d4da3b85d4be,Fuscia,adb63baf-dbc4-477c-9fae-3817773321c2
Rustin,female,,Rustin Berringer,once a day,lab grown,87c0cde8-d86c-4029-86be-7fc1a46a4d2c,Violet,1ca60d45-cf87-4536-b488-c371f03a14e7
Margeaux,female,,Margeaux Slatcher,every 4 hours,lab grown,882c1f5d-dbf6-40f1-8829-e9cae5bb005a,Puce,bc9d1b2e-98cd-4882-8208-f3f868f8795b
Maureen,male,Maureen Roches,Maureen Bream,,lab born,8830f428-d119-48f4-ad11-b4dbcee961ba,Teal,d250f3cc-f77e-48a8-9d28-b80da6bf5cb4
Giraud,female,Giraud Weagener,Giraud Augar,twice a day,,88ba3267-d5be-4f8c-bae5-90fde05a1a9b,Yellow,965355d7-3354-4b15-b613-a25087f1ff71
Ollie,male,,Ollie Peasegod,every 4 hours,lab born,89824000-336c-4938-abc9-f84596ae8878,Indigo,d46401db-569f-41aa-86c1-c10da7823341
Gareth,male,,,twice a day,found,89890fcf-00ac-407d-b969-14fbaaaeb2cf,Khaki,7b75527b-6edc-43ff-9b61-3e0ed0a7a4da
Dinnie,female,Dinnie Mcwhinnie,Dinnie Gittens,,lab grown,89979b80-e480-4416-b2de-401abe15bd9e,Maroon,920e0ae7-2f63-41c8-9dff-c81437a80b15
Willi,male,Willi Lambertson,Willi Faircloth,every 4 hours,stolen,89c64d23-d7ab-41a1-b212-ff2f814e3212,Purple,abdb5582-65d6-4360-9c86-20b5d9c85fd2
Nanice,female,,Nanice Theuff,twice a day,found,89e46640-463e-4085-abdf-f2151aea34b4,Purple,d58de6ca-3df9-44cb-8544-8ba1ffb59c3f
Rosabel,female,Rosabel Pickering,Rosabel Kennaway,every 4 hours,lab born,8a6309dd-3e45-4cde-a92f-767cded4a7de,Indigo,5916e01f-f01e-4bd7-85dd-6e0dc96f3aa4
Sabrina,male,Sabrina Bohler,,every 4 hours,lab born,8a83df8a-f401-4926-b453-043fb4353368,Yellow,efe60637-ac31-4d54-af18-e414db5afbbe
Dale,male,Dale Gleeton,,once a day,found,8b60154c-dad0-4b39-8e19-4289ad8f2db2,Yellow,4ee8cdb6-5afa-48fe-bada-9ba144437cfd
Eleonore,male,Eleonore Setterington,,every 4 hours,,8b6a8cfc-da2b-4980-9057-9f67976e3ab6,Teal,f0106e7b-7d5f-434e-b2b8-e698d054d99e
Schuyler,female,Schuyler Borgars,Schuyler Lorinez,once a day,lab born,8bccf179-5650-4086-83b1-1274fe427eff,Green,64cc9397-df57-4deb-8527-294b2a264d3a
Loutitia,male,Loutitia Syer,,every 4 hours,lab born,8bfcfc70-0bd7-4345-8c40-97f63d407cea,Fuscia,7b5f0f36-53e4-474b-b4c6-6e725d91fefb
Amelina,male,Amelina Breinlein,Amelina Pawlyn,twice a day,lab grown,8c91c2b5-c4e8-4bf8-a323-28e371e6843d,Orange,b11a805e-e5db-4ee6-8d05-cdb5290d2a8a
Den,female,Den Ludye,Den Phillpot,every 4 hours,found,8cdadf75-7d80-4afa-94e1-f85f6218132a,Blue,3fbeb530-c3cc-4057-9de9-61529be82103
Geraldine,female,Geraldine Keinrat,Geraldine Matthieson,every 4 hours,stolen,8cf7b10b-f4ae-4a7d-a5b2-40b34923fc74,Indigo,084e8c9a-ded7-473f-9a31-d081de46807d
Saunder,female,Saunder Breznovic,Saunder Tuftin,once a day,lab grown,8cffc023-64c2-47ce-a712-ca6ba1fae41d,Yellow,fd606174-bdfc-4a64-ba91-57b8d211836e
Vance,female,Vance Blaasch,Vance Nelhams,once a day,stolen,8d33400a-5bc3-4fc1-87ca-98ea91bd7137,Aquamarine,90fe6097-5ed7-441e-9ae6-0f449400ed67
Eleanora,female,Eleanora Stuchberry,Eleanora Golightly,once a day,found,8d8046b3-eeb7-4c3a-9f46-efb1e3c28b32,Purple,11c815a5-e9f2-4381-9e7f-ab3fb1a9b8b1
Julian,female,Julian Macconachy,Julian Chadwick,once a day,lab grown,8e1702e4-44f2-4f20-bb7d-379a0c3dc749,Yellow,703371e5-00da-4866-bf17-43d8c55586b3
Carlos,male,Carlos Lascell,Carlos McKeighen,twice a day,found,8f2a4b4d-0a32-4d26-afd6-4b08f7b28370,Yellow,60e32823-01c3-4bbc-8b56-846da8ce1548
Bernarr,male,Bernarr Bremond,Bernarr Densun,every 4 hours,lab grown,8f5250df-2cae-4095-93be-ce96eb2b77c0,Purple,105abfab-4f80-4fc5-a8a5-7ef500061e55
Prudence,female,Prudence Musla,Prudence Struttman,twice a day,lab grown,8f8432d6-31f6-4f2f-8179-5a0f9e45cc74,Maroon,18fbac10-e970-4a7c-ac1c-2a4d1ed106de
Emile,male,Emile Pedrick,,once a day,lab born,8fada918-9927-4819-a74f-e0c13fd78a5a,Blue,02b8da2b-9a68-4d74-bb51-e99972fc92eb
Dyanna,female,Dyanna Fust,Dyanna Goulborn,twice a day,stolen,8ff14e41-25c8-4d7a-bdf6-240e24032868,Fuscia,0026e061-ddc2-4274-9702-0f35cbd5d6e3
Jason,male,Jason Clamp,,twice a day,stolen,8ffaccb8-fa22-4ad0-921a-c70af8de9f24,Green,97ad1617-961d-4eb0-a755-d7f564a47056
Crista,male,Crista Gerin,,once a day,lab grown,9046252b-040b-44a5-998c-f1477478c118,Puce,0b4c18df-fb4d-4daa-a783-050b7f4b445d
Benn,female,Benn Baldi,Benn Skedgell,every 4 hours,lab grown,9072dc4b-730d-40b1-ad8d-f5ea96d70439,Orange,3fcd2358-ddfd-4209-b3d7-9954cb652c5d
Kay,female,Kay Goggen,Kay Dibdale,twice a day,lab grown,919c0278-1581-42a4-938d-4262754ae2d0,Khaki,9037a043-76ca-46c3-8189-2133eb6286f0
Yolane,male,Yolane Kopke,Yolane Canavan,once a day,lab born,91bd432c-20e6-472d-a0bb-a70d5b790f7b,Goldenrod,f44de0d6-ab75-4bc9-817b-c022b952a710
Tracey,female,,Tracey Nockles,twice a day,found,91c29551-8202-4d5c-ac3e-2a7b42023555,Puce,adfb9c12-b0d5-44d7-bb4e-9498c4741899
Stacee,male,Stacee Kochel,Stacee Vanyutin,every 4 hours,lab grown,91c5913a-1cf2-4184-9dae-65c4fd74d410,Yellow,ff1c46f0-2b22-48d0-a302-688abbcc8473
Rabbi,female,,Rabbi Attaway,twice a day,lab born,922719ae-4246-47bb-bbd3-95fbe3686fd4,Puce,75cee242-691a-4173-825f-734cf0a999f0
Wallie,male,Wallie Holdron,,once a day,found,9255d1da-9d72-4d90-8102-7d54b2e17c2a,Teal,a8d2843f-3045-4289-b8fc-f0bc89458ec4
Jordanna,female,Jordanna Durdy,Jordanna Oxtoby,,lab grown,92fd8eec-d323-4448-a664-6ae5d8830523,Turquoise,67fc1148-65d8-4b83-ae13-201d40092bd7
Arabel,male,Arabel Shelmerdine,Arabel Demchen,once a day,stolen,932be4e7-ffba-48b4-976b-776ad3e03887,Teal,aa82ddeb-6413-4a2e-9635-94ec24e9300f
Billy,male,Billy Scroxton,,every 4 hours,found,938f7219-b495-4188-84ca-17694ee51875,Puce,166cc2e9-19c9-40fa-a8c8-0c1d36747e03
Laverna,female,Laverna Sokale,,every 4 hours,lab grown,948c7113-5e4f-408a-ba4f-dce5d2fe83a5,Aquamarine,09b88b21-efce-436f-b053-52023604783e
Doria,female,Doria Neising,Doria Botwright,once a day,lab born,94fce3a2-e4d5-4174-8487-505ccf11f42d,Purple,b132cc26-8e06-4e15-8c42-b42b660c68c4
Stern,female,Stern Landsbury,Stern Bulfoot,,lab grown,95f76cbd-c1ac-4a31-b247-fc3c23c5e060,Goldenrod,1dfe6a2d-e4d4-45f5-8fa4-acff540c510e
Sloane,female,Sloane Page,Sloane Farncomb,twice a day,lab grown,962ae58b-4c8f-4c96-ad9f-b56ac299509f,Aquamarine,9c9e9439-f73d-4cc2-910e-5181384c6398
Philippe,male,Philippe Key,Philippe Yellowlea,twice a day,stolen,965d2ea8-31c6-4fbe-bb36-995844129379,Violet,bf6b81c7-d6fa-4092-b365-02e2da65fd96
Paulette,male,Paulette Bownas,Paulette Oxborough,twice a day,lab born,96bd679e-0ce4-414f-b8cc-21bfde73a106,Green,a4200fdd-9e7a-40ed-af1d-c47149b1bd00
Lucretia,male,Lucretia Krollman,Lucretia Cavan,twice a day,lab born,96c58075-c41f-4f09-9b0a-019937133eb5,Crimson,72beb22f-3a2d-4345-92ee-2c5ae9e66e21
Emanuel,male,Emanuel Godley,Emanuel Hartas,once a day,found,96faea35-72ef-4eb2-9b7c-3ea9357c2940,Purple,a8197fc6-4ce4-40ff-b988-df779b82a544
Gabey,female,Gabey Flight,Gabey Ranby,once a day,found,97a88dab-4bf3-4012-a2af-a0e76b1f7445,Blue,bfc5d4e3-80e5-4ff9-ac73-3cf174fe6751
Kayley,male,Kayley Reichardt,Kayley Crockford,once a day,found,97b54508-b13b-4dcc-8976-c06c9cbb6933,Orange,f8fab919-073c-43b3-9edf-2581da9693de
Johnna,female,,Johnna Jakobssen,once a day,lab grown,9872b71b-96c4-464f-ba7c-5c474c207d90,Aquamarine,f8c679da-b21e-4969-8c2f-0fc699b82db1
Davin,male,Davin Hawtin,Davin Duberry,,stolen,997697af-746c-4492-936a-1c297b2fa32d,Maroon,b9dc83ee-17be-4139-89f9-893be1e2cd6a
Jeremie,female,Jeremie Field,Jeremie Casley,twice a day,found,99e86a7b-438c-4f4d-ad4b-c339fcfd6e78,Maroon,0c5741c6-2e9a-42d8-a5ba-a7a2733b25f9
Ave,male,Ave Tomney,Ave Zimmermanns,once a day,found,9a33d58a-4fb8-4e58-a373-9e2906045f26,Orange,e0d17f62-9fa7-42e8-8046-5ffd52a46d1e
Ninnette,female,Ninnette Salomon,Ninnette Gergely,twice a day,lab grown,9a5d225c-ee46-488f-837e-25b2c8f3ce50,Indigo,1c1712de-ab34-415b-9fc8-db6294adc971
Gregoire,female,Gregoire Raff,Gregoire Egleton,once a day,stolen,9ab4c768-aa2f-47dd-bd91-15857b9404c9,Maroon,41ce3b46-f310-43dc-afd9-4ba999f6e1c2
Kaitlin,female,Kaitlin Ewings,,once a day,lab grown,9afcda79-f7f9-4060-b4d3-127686427dd2,Orange,1a99eb79-6e6f-42e3-adec-793ca8c3c384
Tami,female,Tami Grimsell,,twice a day,lab grown,9b2b5153-e05b-4cea-95a9-16ef2fd5297e,Puce,2c688761-121a-45ec-9cc9-eca340504f5b
Lisette,female,Lisette Gockelen,,twice a day,stolen,9b90b978-5d17-46d0-9b9e-a3e3e0dd79da,Orange,d9471f5d-7de0-4973-8cba-5da25bcbebab
Burke,male,Burke Baugham,Burke Praundl,twice a day,lab grown,9c0e131a-fda2-48da-b904-69cda0572a28,Purple,8b0ddc6e-739d-48df-bad6-939abcd72fda
Barbabra,male,Barbabra Ovise,Barbabra Docwra,once a day,stolen,9c8d498f-4f4e-40af-bc9b-6db79081dfc1,Red,e7fb8660-511a-4587-bc56-4416ad4e7e6d
Vicky,male,,,every 4 hours,stolen,9de75c93-8bd2-4bf4-9849-91b5a4714fa7,Puce,f86167d6-0d19-448a-90f2-0c1e9481d205
Judon,male,,Judon Simukov,twice a day,stolen,9e4ca34d-e920-498d-ae2e-0607599e162f,Blue,c60ad26b-188a-4bf2-b880-74c432b94501
Lambert,male,Lambert Dickens,Lambert Paulley,every 4 hours,lab grown,9ecf46a3-0952-4e2f-a19b-75591514d870,Goldenrod,facbe765-6433-4ae8-af7b-ab43fc3cb115
Othella,male,Othella Bromont,Othella Doubrava,every 4 hours,lab born,9edf0bba-29b6-4b2a-9f5c-5c1e27667657,Purple,baaa5d29-a69c-4f81-a8cd-96f896449645
Rodina,male,Rodina Neylon,Rodina McCartan,,lab grown,9ee5aaae-d245-4fd3-871f-8834c8343af8,Khaki,de769082-5cf4-422a-9fac-0420366c8aed
Binnie,female,Binnie Baukham,,once a day,lab grown,a0210114-64fe-43b2-98e6-b070c77519e3,Puce,c8ba7d63-877f-4690-aaa4-d18d3defc72b
Danna,male,,,,,a03d2514-ba44-45f0-ae0e-cdf2ee013057,Mauv,f5f48b03-41fa-4ae1-a2a7-a6b50b9eed68
Anestassia,female,Anestassia Rannald,Anestassia Winspar,every 4 hours,lab born,a0af6d61-d032-4682-846a-62288912296e,Pink,0c68ee66-e80e-4a1b-b359-2d9ef5db9352
Henka,female,Henka Kohrs,Henka Wims,once a day,lab born,74a241a8-734a-4988-befb-37edf9b56688,Maroon,ee834a13-e2c7-46ea-91a2-079930d76cd1
Arabelle,female,Arabelle Bedingfield,,twice a day,stolen,752a8bf0-042b-42f3-8b49-0cc65642141b,Maroon,75c6248d-9e82-4102-b82b-34f5fc62e8df
Eb,female,Eb Steger,Eb Romke,twice a day,lab born,753067c8-016c-4d60-a554-311a94586829,Orange,b41b9bd1-7e35-499d-88da-90fbfb070fb7
Alvina,female,Alvina Postgate,Alvina Dyer,once a day,lab grown,758979fd-22aa-40a9-85f6-dcfc96a13cc9,Purple,6176fc18-adc1-4ddb-96ab-d22494fd3a7c
Monah,male,Monah McKeowon,Monah Hatt,twice a day,,7643c0cc-21aa-41f8-aea6-bf9f888a347d,Indigo,7f845ac8-0574-4e0e-b169-ab39c70f6e70
Tull,male,Tull Brik,Tull Abriani,,found,76bdfd77-e31b-4f06-ae57-8abde876ca53,Mauv,ae3ec262-2e23-422d-963f-0947876a5a85
Bartel,male,,Bartel Goodee,once a day,found,78625748-3964-4297-beda-d809c044aa1b,Khaki,0c2d80dd-59fb-46eb-b7c2-43a06e08f25e
Noe,female,Noe Erington,Noe Miko,every 4 hours,found,7895fe28-a5c5-419c-8ef3-4e5b6b57e755,Teal,bc16b19f-b819-40f5-ba76-e7da13e19e36
Gunther,female,Gunther Phalp,Gunther Tomkies,every 4 hours,lab born,78aafa7d-86da-45d0-b1ee-63c30b3aaa3e,Green,b83c61f1-4801-4e75-b0b6-603852ee9d06
Godfry,female,Godfry Ashling,,,stolen,78cdf4c3-7068-4463-b310-ac889b7c85f5,Khaki,55dc531e-817b-4efd-82ae-2f9ab576eb54
Gran,male,,Gran Saphin,twice a day,lab grown,79212e5e-23ae-47ce-8818-18596629e0b4,Red,2083ae26-7968-44aa-8e21-bfa19db1214c
Burr,female,Burr Rushbrook,Burr Sagg,once a day,lab grown,79ad4b24-aba1-4afb-bdcf-530033722712,Mauv,c7874f2b-13fb-4abf-8ae2-bf31c3c9110a
Mathilda,male,Mathilda Gisbourn,Mathilda Grigolashvill,every 4 hours,lab born,7a810f42-e970-4d11-aec7-484e2d76e9c2,Crimson,556861d7-5191-4e66-96fd-bc0b8db53ce2
Laurella,female,,Laurella Mound,twice a day,stolen,7aa0d19b-5c30-4795-a38b-0386447a52b7,Green,92d752e4-76c3-4d81-b5a7-245bb7d7148b
Freeman,male,Freeman Dudeney,,every 4 hours,lab born,7aa2210c-9863-4ae9-b8c6-3c633178a4e5,Puce,544a0362-50fc-404f-bc87-896b9b4d4fa6
Hamlen,male,,Hamlen Linn,twice a day,lab born,7aac35ca-9889-4ceb-abc2-65be540f07ff,Turquoise,cb72848c-62b3-4651-914a-055246136116
Rosaline,female,,Rosaline Hylton,,lab grown,7bd37d27-3d2c-4061-8eef-5daaedf5ca10,Purple,d9332129-7ebd-44d2-972e-0f78f7ad5404
Nicole,female,Nicole Bernet,Nicole Rowberry,every 4 hours,found,7c321a2f-2b89-441a-8f9d-20a4656c167a,Crimson,f9672326-d945-4158-9c04-c4a832b323aa
Maurits,female,Maurits Millis,,twice a day,found,7cad00e7-10bc-4752-b6c8-a48fffc34038,Blue,211104dc-e35f-449a-b248-09be606354e8
Lorain,male,Lorain Mitcham,Lorain Souness,twice a day,lab grown,7cf7b468-2ff5-4649-b692-ec91c9b903ee,Crimson,a22738b4-843e-45c9-9645-9fdf1d88165b
Teriann,female,Teriann Lardeur,Teriann Burchatt,every 4 hours,stolen,7d2320f1-581e-4b73-a1e8-7bc27456d305,Khaki,8f97f2c9-6d2e-472d-8e24-dfdb3241e38e
Conrado,female,Conrado Toping,Conrado Amoore,,stolen,7deadccf-1612-4638-b24f-4c2da077b252,Violet,6002f165-c813-47c7-ad95-90e089095812
Shari,female,,Shari Pitcock,,lab grown,7f4f7259-7c09-4787-ade0-fc61b194593b,Yellow,c953c9f2-e17f-45ef-ba42-ab5c44d553d8
Celia,male,Celia Kinker,,once a day,lab grown,7f51ad74-236e-44ce-acb0-9b0f5e69550d,Aquamarine,d60126fa-1ed7-43ba-9724-fc97170eba32
Betti,male,Betti Sorby,Betti Hasling,every 4 hours,found,7f5b6f50-d6e0-4b54-a4c9-299f9f6a8605,Teal,d317fb43-7ee1-4d73-8c06-e5a85dd524ac
Chiquita,female,Chiquita Metherell,Chiquita Filochov,,lab born,803f4b07-f70b-4808-9357-57400001f0cd,Violet,b09b56ee-32cb-44b6-87ad-c032c820ce1b
Tilda,male,Tilda Storror,,twice a day,stolen,8086a4a0-4343-44b0-812c-83a2385f3420,Blue,84a6a302-37fd-4e35-b509-b5ddeaf10ecb
Tabitha,female,Tabitha Dehn,Tabitha Culross,every 4 hours,lab grown,80e42ee5-e222-4dd0-a35a-6d49aee0435d,Teal,1539d66d-1f56-4163-a06c-0a533ad42e6f
Lazarus,female,,Lazarus Inott,every 4 hours,found,8204250f-9212-417d-a9cf-08a456ae75c7,Maroon,3950a79e-9c75-48a2-b1cf-d9d22ff36b56
Arlee,male,Arlee Curtoys,Arlee Aylen,once a day,lab born,8209cb9e-da96-4ec2-9b15-cdae9dc60641,Turquoise,5dc7b667-3151-4284-a20a-a737b2e2d7ef
Jock,female,Jock Binham,Jock Dockery,every 4 hours,found,8220d15d-0886-43b2-9ef0-18fa16761348,Violet,f55e21af-4156-4e0f-854d-79001868e91a
Hew,male,Hew Mendenhall,Hew Martine,,stolen,841c947e-ac74-4e8e-b317-afb619a09b04,Khaki,e748170b-619b-41d9-b46a-bf8977a5eea6
Virgil,female,Virgil Thorlby,Virgil Basnall,,stolen,8473e548-bfcd-4527-8c83-eb50532daf78,Indigo,cb076e8d-376c-4d24-b6ad-e19980723a52
Tucky,female,Tucky Scoon,Tucky Dorman,twice a day,lab grown,847f5ca1-8b70-4bdd-a46d-67eed64a13f0,Fuscia,315a7f00-76ef-4f92-a56c-98091fea90b1
Goldarina,male,,Goldarina Rihanek,once a day,lab grown,84e47b19-73ca-47aa-9bcd-cd480f26ba89,Blue,ca6ba6e3-9607-44a6-b96d-8991d3eae311
Murry,male,Murry Osmon,Murry Ciccottini,once a day,lab grown,84fe8efa-8e91-4f42-a5ca-94565b340b17,Teal,84ae0bbd-2102-4280-9144-2f66b7c5b841
Florella,female,Florella Stark,,once a day,stolen,850f273e-6114-45eb-a098-1666d9736cfc,Orange,da76a32d-3ddb-4858-a4f1-028eea4928ae
Loralie,female,Loralie McKea,Loralie Veryan,once a day,found,851c1612-259f-4638-9f57-51adff615941,Goldenrod,5423b332-9a7d-4f12-89d5-ea49c995da3d
Ansley,male,Ansley Callum,Ansley Jakubovicz,every 4 hours,found,8557c804-0efb-4bbf-b29d-acf14e5f567d,Indigo,f2501436-1286-4037-b8d6-7cffd30e5a90
Orrin,male,Orrin Mandry,Orrin Rubens,,lab born,85993794-3c6b-4651-95dd-c3f737efffd5,Khaki,a818a407-cfcf-436e-86b7-dcaecb2af618
Fidole,male,,Fidole Murphey,twice a day,found,85a88163-372f-4664-b763-da88650aefea,Violet,d5f2b6aa-5f48-4868-bada-79074fc6c6dd
Hanna,female,Hanna Coulsen,Hanna Dewane,once a day,stolen,8605f453-23f2-4086-82f5-2e832c7a312d,Indigo,5a1b1110-3fbf-42ba-8fa6-6adbf74977ca
